,horario,dia,mes,energia,cor_atrasada,cor_principal,med_CO2,fat_pot_atrasado,fat_pot_principal,seg_no_dia,est_semanal,dia_semana,carga
19440,12:15:00,22,7,2.81,2.27,3.6,0.0,77.79,61.53,44100,Final de Semana,Domingo,Carga leve
19441,12:30:00,22,7,3.35,0.0,7.34,0.0,100.0,41.52,45000,Final de Semana,Domingo,Carga leve
19442,12:45:00,22,7,3.38,0.0,7.24,0.0,100.0,42.3,45900,Final de Semana,Domingo,Carga leve
19443,13:00:00,22,7,2.92,0.0,7.38,0.0,100.0,36.79,46800,Final de Semana,Domingo,Carga leve
19444,13:15:00,22,7,2.84,0.0,7.52,0.0,100.0,35.33,47700,Final de Semana,Domingo,Carga leve
19445,13:30:00,22,7,2.84,0.0,7.56,0.0,100.0,35.17,48600,Final de Semana,Domingo,Carga leve
19446,13:45:00,22,7,2.84,0.0,7.49,0.0,100.0,35.45,49500,Final de Semana,Domingo,Carga leve
19447,14:00:00,22,7,2.88,0.0,7.49,0.0,100.0,35.89,50400,Final de Semana,Domingo,Carga leve
19448,14:15:00,22,7,2.92,0.0,14.36,0.0,100.0,19.93,51300,Final de Semana,Domingo,Carga leve
19449,14:30:00,22,7,3.02,0.0,16.96,0.0,100.0,17.53,52200,Final de Semana,Domingo,Carga leve
19450,14:45:00,22,7,3.46,0.0,17.53,0.0,100.0,19.36,53100,Final de Semana,Domingo,Carga leve
19451,15:00:00,22,7,3.17,0.0,17.93,0.0,100.0,17.41,54000,Final de Semana,Domingo,Carga leve
19452,15:15:00,22,7,2.92,0.0,16.99,0.0,100.0,16.94,54900,Final de Semana,Domingo,Carga leve
19453,15:30:00,22,7,2.95,0.0,16.99,0.0,100.0,17.11,55800,Final de Semana,Domingo,Carga leve
19454,15:45:00,22,7,2.95,0.0,16.99,0.0,100.0,17.11,56700,Final de Semana,Domingo,Carga leve
19455,16:00:00,22,7,2.92,0.0,16.99,0.0,100.0,16.94,57600,Final de Semana,Domingo,Carga leve
19456,16:15:00,22,7,2.99,0.0,16.96,0.0,100.0,17.36,58500,Final de Semana,Domingo,Carga leve
19457,16:30:00,22,7,2.99,0.0,16.92,0.0,100.0,17.4,59400,Final de Semana,Domingo,Carga leve
19458,16:45:00,22,7,2.95,0.0,16.99,0.0,100.0,17.11,60300,Final de Semana,Domingo,Carga leve
19459,17:00:00,22,7,2.95,0.0,17.03,0.0,100.0,17.07,61200,Final de Semana,Domingo,Carga leve
19460,17:15:00,22,7,2.92,0.0,17.03,0.0,100.0,16.9,62100,Final de Semana,Domingo,Carga leve
19461,17:30:00,22,7,2.95,0.0,16.88,0.0,100.0,17.22,63000,Final de Semana,Domingo,Carga leve
19462,17:45:00,22,7,2.99,0.0,16.78,0.0,100.0,17.54,63900,Final de Semana,Domingo,Carga leve
19463,18:00:00,22,7,3.06,0.0,16.24,0.0,100.0,18.52,64800,Final de Semana,Domingo,Carga leve
19464,18:15:00,22,7,2.95,0.0,7.02,0.0,100.0,38.74,65700,Final de Semana,Domingo,Carga leve
19465,18:30:00,22,7,2.88,0.0,4.36,0.0,100.0,55.12,66600,Final de Semana,Domingo,Carga leve
19466,18:45:00,22,7,3.06,0.0,10.84,0.0,100.0,27.17,67500,Final de Semana,Domingo,Carga leve
19467,19:00:00,22,7,3.38,0.0,16.16,0.0,100.0,20.47,68400,Final de Semana,Domingo,Carga leve
19468,19:15:00,22,7,3.67,0.0,16.34,0.0,100.0,21.91,69300,Final de Semana,Domingo,Carga leve
19469,19:30:00,22,7,3.53,0.0,16.78,0.0,100.0,20.59,70200,Final de Semana,Domingo,Carga leve
19470,19:45:00,22,7,3.46,0.0,17.1,0.0,100.0,19.83,71100,Final de Semana,Domingo,Carga leve
19471,20:00:00,22,7,3.02,0.0,16.74,0.0,100.0,17.75,72000,Final de Semana,Domingo,Carga leve
19472,20:15:00,22,7,3.06,0.0,16.7,0.0,100.0,18.02,72900,Final de Semana,Domingo,Carga leve
19473,20:30:00,22,7,3.06,0.0,16.67,0.0,100.0,18.05,73800,Final de Semana,Domingo,Carga leve
19474,20:45:00,22,7,3.17,0.0,16.56,0.0,100.0,18.8,74700,Final de Semana,Domingo,Carga leve
19475,21:00:00,22,7,3.1,0.0,16.56,0.0,100.0,18.4,75600,Final de Semana,Domingo,Carga leve
19476,21:15:00,22,7,3.06,0.0,16.45,0.0,100.0,18.29,76500,Final de Semana,Domingo,Carga leve
19477,21:30:00,22,7,3.13,0.0,16.34,0.0,100.0,18.81,77400,Final de Semana,Domingo,Carga leve
19478,21:45:00,22,7,3.17,0.0,16.31,0.0,100.0,19.08,78300,Final de Semana,Domingo,Carga leve
19479,22:00:00,22,7,3.17,0.0,16.27,0.0,100.0,19.12,79200,Final de Semana,Domingo,Carga leve
19480,22:15:00,22,7,3.1,0.0,13.68,0.0,100.0,22.1,80100,Final de Semana,Domingo,Carga leve
19481,22:30:00,22,7,2.95,0.0,4.1,0.0,100.0,58.4,81000,Final de Semana,Domingo,Carga leve
19482,22:45:00,22,7,3.06,0.0,4.07,0.0,100.0,60.09,81900,Final de Semana,Domingo,Carga leve
19483,23:00:00,22,7,2.95,0.0,4.14,0.0,100.0,58.03,82800,Final de Semana,Domingo,Carga leve
19484,23:15:00,22,7,2.88,0.0,4.9,0.0,100.0,50.67,83700,Final de Semana,Domingo,Carga leve
19485,23:30:00,22,7,2.88,0.0,4.9,0.0,100.0,50.67,84600,Final de Semana,Domingo,Carga leve
19486,23:45:00,22,7,2.92,0.0,4.72,0.0,100.0,52.61,85500,Final de Semana,Domingo,Carga leve
19487,00:00:00,22,7,2.88,0.0,4.64,0.0,100.0,52.74,0,Final de Semana,Domingo,Carga leve
19488,00:15:00,23,7,2.92,0.0,4.68,0.0,100.0,52.93,900,Dia da Semana,Segunda-feira,Carga leve
19489,00:30:00,23,7,2.95,0.0,4.68,0.0,100.0,53.32,1800,Dia da Semana,Segunda-feira,Carga leve
19490,00:45:00,23,7,2.95,0.0,4.57,0.0,100.0,54.23,2700,Dia da Semana,Segunda-feira,Carga leve
19491,01:00:00,23,7,3.1,0.0,4.36,0.0,100.0,57.95,3600,Dia da Semana,Segunda-feira,Carga leve
19492,01:15:00,23,7,4.18,0.0,5.87,0.0,100.0,58.01,4500,Dia da Semana,Segunda-feira,Carga leve
19493,01:30:00,23,7,3.49,0.0,5.15,0.0,100.0,56.1,5400,Dia da Semana,Segunda-feira,Carga leve
19494,01:45:00,23,7,2.95,0.0,4.43,0.0,100.0,55.43,6300,Dia da Semana,Segunda-feira,Carga leve
19495,02:00:00,23,7,2.95,0.0,4.54,0.0,100.0,54.49,7200,Dia da Semana,Segunda-feira,Carga leve
19496,02:15:00,23,7,2.92,0.0,4.61,0.0,100.0,53.51,8100,Dia da Semana,Segunda-feira,Carga leve
19497,02:30:00,23,7,2.99,0.0,4.46,0.0,100.0,55.68,9000,Dia da Semana,Segunda-feira,Carga leve
19498,02:45:00,23,7,2.92,0.0,4.5,0.0,100.0,54.43,9900,Dia da Semana,Segunda-feira,Carga leve
19499,03:00:00,23,7,2.95,0.0,4.5,0.0,100.0,54.83,10800,Dia da Semana,Segunda-feira,Carga leve
19500,03:15:00,23,7,2.95,0.0,4.54,0.0,100.0,54.49,11700,Dia da Semana,Segunda-feira,Carga leve
19501,03:30:00,23,7,2.88,3.56,1.3,0.0,62.89,91.14,12600,Dia da Semana,Segunda-feira,Carga leve
19502,03:45:00,23,7,2.84,5.04,0.0,0.0,49.09,100.0,13500,Dia da Semana,Segunda-feira,Carga leve
19503,04:00:00,23,7,2.84,5.11,0.0,0.0,48.58,100.0,14400,Dia da Semana,Segunda-feira,Carga leve
19504,04:15:00,23,7,2.92,5.08,0.0,0.0,49.83,100.0,15300,Dia da Semana,Segunda-feira,Carga leve
19505,04:30:00,23,7,2.92,5.15,0.0,0.0,49.32,100.0,16200,Dia da Semana,Segunda-feira,Carga leve
19506,04:45:00,23,7,2.88,5.04,0.0,0.0,49.61,100.0,17100,Dia da Semana,Segunda-feira,Carga leve
19507,05:00:00,23,7,2.77,4.97,0.0,0.0,48.68,100.0,18000,Dia da Semana,Segunda-feira,Carga leve
19508,05:15:00,23,7,2.81,5.04,0.0,0.0,48.7,100.0,18900,Dia da Semana,Segunda-feira,Carga leve
19509,05:30:00,23,7,2.81,4.97,0.0,0.0,49.22,100.0,19800,Dia da Semana,Segunda-feira,Carga leve
19510,05:45:00,23,7,3.31,4.54,0.0,0.0,58.91,100.0,20700,Dia da Semana,Segunda-feira,Carga leve
19511,06:00:00,23,7,2.84,4.82,0.0,0.0,50.76,100.0,21600,Dia da Semana,Segunda-feira,Carga leve
19512,06:15:00,23,7,2.77,4.61,0.0,0.0,51.5,100.0,22500,Dia da Semana,Segunda-feira,Carga leve
19513,06:30:00,23,7,2.77,4.64,0.0,0.0,51.26,100.0,23400,Dia da Semana,Segunda-feira,Carga leve
19514,06:45:00,23,7,2.77,4.64,0.0,0.0,51.26,100.0,24300,Dia da Semana,Segunda-feira,Carga leve
19515,07:00:00,23,7,3.17,4.54,0.0,0.0,57.25,100.0,25200,Dia da Semana,Segunda-feira,Carga leve
19516,07:15:00,23,7,3.49,4.64,0.0,0.0,60.11,100.0,26100,Dia da Semana,Segunda-feira,Carga leve
19517,07:30:00,23,7,3.67,4.32,0.0,0.0,64.74,100.0,27000,Dia da Semana,Segunda-feira,Carga leve
19518,07:45:00,23,7,3.74,4.61,0.0,0.0,63.0,100.0,27900,Dia da Semana,Segunda-feira,Carga leve
19519,08:00:00,23,7,3.74,4.28,0.0,0.0,65.8,100.0,28800,Dia da Semana,Segunda-feira,Carga leve
19520,08:15:00,23,7,20.59,22.46,0.0,0.01,67.58,100.0,29700,Dia da Semana,Segunda-feira,Carga leve
19521,08:30:00,23,7,48.96,51.26,0.0,0.02,69.07,100.0,30600,Dia da Semana,Segunda-feira,Carga leve
19522,08:45:00,23,7,73.55,68.4,0.0,0.03,73.23,100.0,31500,Dia da Semana,Segunda-feira,Carga leve
19523,09:00:00,23,7,49.28,30.78,0.0,0.02,84.82,100.0,32400,Dia da Semana,Segunda-feira,Carga leve
19524,09:15:00,23,7,72.36,48.74,0.0,0.03,82.94,100.0,33300,Dia da Semana,Segunda-feira,Carga media
19525,09:30:00,23,7,56.99,35.93,0.0,0.03,84.59,100.0,34200,Dia da Semana,Segunda-feira,Carga media
19526,09:45:00,23,7,67.32,47.81,0.0,0.03,81.53,100.0,35100,Dia da Semana,Segunda-feira,Carga media
19527,10:00:00,23,7,45.4,28.26,0.0,0.02,84.9,100.0,36000,Dia da Semana,Segunda-feira,Carga media
19528,10:15:00,23,7,48.85,32.0,0.0,0.02,83.65,100.0,36900,Dia da Semana,Segunda-feira,Carga maxima
19529,10:30:00,23,7,54.79,35.53,0.0,0.03,83.9,100.0,37800,Dia da Semana,Segunda-feira,Carga maxima
19530,10:45:00,23,7,59.0,41.47,0.0,0.03,81.81,100.0,38700,Dia da Semana,Segunda-feira,Carga maxima
19531,11:00:00,23,7,62.78,45.86,0.0,0.03,80.75,100.0,39600,Dia da Semana,Segunda-feira,Carga maxima
19532,11:15:00,23,7,65.16,60.52,0.0,0.03,73.27,100.0,40500,Dia da Semana,Segunda-feira,Carga maxima
19533,11:30:00,23,7,60.01,60.55,0.0,0.03,70.39,100.0,41400,Dia da Semana,Segunda-feira,Carga maxima
19534,11:45:00,23,7,51.8,54.58,0.0,0.02,68.84,100.0,42300,Dia da Semana,Segunda-feira,Carga maxima
19535,12:00:00,23,7,52.81,50.9,0.0,0.02,72.0,100.0,43200,Dia da Semana,Segunda-feira,Carga maxima
19536,12:15:00,23,7,6.16,4.07,5.33,0.0,83.43,75.62,44100,Dia da Semana,Segunda-feira,Carga media
19537,12:30:00,23,7,5.36,0.0,10.76,0.0,100.0,44.59,45000,Dia da Semana,Segunda-feira,Carga media
19538,12:45:00,23,7,5.44,0.0,9.68,0.0,100.0,48.99,45900,Dia da Semana,Segunda-feira,Carga media
19539,13:00:00,23,7,5.33,0.0,9.72,0.0,100.0,48.08,46800,Dia da Semana,Segunda-feira,Carga media
19540,13:15:00,23,7,42.84,29.48,1.48,0.02,82.38,99.94,47700,Dia da Semana,Segunda-feira,Carga maxima
19541,13:30:00,23,7,66.53,49.57,0.0,0.03,80.19,100.0,48600,Dia da Semana,Segunda-feira,Carga maxima
19542,13:45:00,23,7,57.2,42.05,0.0,0.03,80.57,100.0,49500,Dia da Semana,Segunda-feira,Carga maxima
19543,14:00:00,23,7,59.94,44.03,0.0,0.03,80.59,100.0,50400,Dia da Semana,Segunda-feira,Carga maxima
19544,14:15:00,23,7,63.83,36.72,0.0,0.03,86.68,100.0,51300,Dia da Semana,Segunda-feira,Carga maxima
19545,14:30:00,23,7,61.45,32.08,0.0,0.03,88.65,100.0,52200,Dia da Semana,Segunda-feira,Carga maxima
19546,14:45:00,23,7,55.58,28.3,0.0,0.03,89.11,100.0,53100,Dia da Semana,Segunda-feira,Carga maxima
19547,15:00:00,23,7,57.82,29.59,0.0,0.03,89.02,100.0,54000,Dia da Semana,Segunda-feira,Carga maxima
19548,15:15:00,23,7,54.14,26.46,0.0,0.02,89.84,100.0,54900,Dia da Semana,Segunda-feira,Carga maxima
19549,15:30:00,23,7,74.92,45.4,0.0,0.03,85.52,100.0,55800,Dia da Semana,Segunda-feira,Carga maxima
19550,15:45:00,23,7,59.65,33.23,0.0,0.03,87.36,100.0,56700,Dia da Semana,Segunda-feira,Carga maxima
19551,16:00:00,23,7,70.7,44.24,0.0,0.03,84.77,100.0,57600,Dia da Semana,Segunda-feira,Carga maxima
19552,16:15:00,23,7,59.26,33.84,0.0,0.03,86.84,100.0,58500,Dia da Semana,Segunda-feira,Carga maxima
19553,16:30:00,23,7,55.51,30.06,0.0,0.03,87.93,100.0,59400,Dia da Semana,Segunda-feira,Carga maxima
19554,16:45:00,23,7,65.7,39.92,0.0,0.03,85.46,100.0,60300,Dia da Semana,Segunda-feira,Carga maxima
19555,17:00:00,23,7,56.48,30.67,0.0,0.03,87.88,100.0,61200,Dia da Semana,Segunda-feira,Carga maxima
19556,17:15:00,23,7,63.0,25.96,0.0,0.03,92.46,100.0,62100,Dia da Semana,Segunda-feira,Carga media
19557,17:30:00,23,7,83.88,29.81,0.61,0.04,94.23,100.0,63000,Dia da Semana,Segunda-feira,Carga media
19558,17:45:00,23,7,29.92,0.04,5.83,0.01,100.0,98.15,63900,Dia da Semana,Segunda-feira,Carga media
19559,18:00:00,23,7,30.85,0.0,6.77,0.01,100.0,97.68,64800,Dia da Semana,Segunda-feira,Carga media
19560,18:15:00,23,7,57.64,25.2,1.44,0.03,91.63,99.97,65700,Dia da Semana,Segunda-feira,Carga media
19561,18:30:00,23,7,103.43,54.68,0.0,0.05,88.41,100.0,66600,Dia da Semana,Segunda-feira,Carga media
19562,18:45:00,23,7,76.61,30.2,0.0,0.04,93.03,100.0,67500,Dia da Semana,Segunda-feira,Carga media
19563,19:00:00,23,7,93.38,27.43,0.0,0.04,95.95,100.0,68400,Dia da Semana,Segunda-feira,Carga media
19564,19:15:00,23,7,79.99,23.65,0.0,0.04,95.9,100.0,69300,Dia da Semana,Segunda-feira,Carga media
19565,19:30:00,23,7,99.29,34.42,0.0,0.05,94.48,100.0,70200,Dia da Semana,Segunda-feira,Carga media
19566,19:45:00,23,7,88.34,26.57,0.0,0.04,95.76,100.0,71100,Dia da Semana,Segunda-feira,Carga media
19567,20:00:00,23,7,74.3,23.36,0.0,0.03,95.4,100.0,72000,Dia da Semana,Segunda-feira,Carga media
19568,20:15:00,23,7,101.09,33.84,0.0,0.05,94.83,100.0,72900,Dia da Semana,Segunda-feira,Carga media
19569,20:30:00,23,7,67.5,20.34,0.0,0.03,95.75,100.0,73800,Dia da Semana,Segunda-feira,Carga media
19570,20:45:00,23,7,61.38,18.25,0.0,0.03,95.85,100.0,74700,Dia da Semana,Segunda-feira,Carga media
19571,21:00:00,23,7,38.27,9.58,2.41,0.02,97.01,99.8,75600,Dia da Semana,Segunda-feira,Carga media
19572,21:15:00,23,7,5.0,0.0,24.34,0.0,100.0,20.12,76500,Dia da Semana,Segunda-feira,Carga media
19573,21:30:00,23,7,4.21,0.0,16.49,0.0,100.0,24.74,77400,Dia da Semana,Segunda-feira,Carga media
19574,21:45:00,23,7,3.85,0.0,16.27,0.0,100.0,23.03,78300,Dia da Semana,Segunda-feira,Carga media
19575,22:00:00,23,7,3.89,0.0,16.16,0.0,100.0,23.4,79200,Dia da Semana,Segunda-feira,Carga media
19576,22:15:00,23,7,3.85,0.0,13.43,0.0,100.0,27.56,80100,Dia da Semana,Segunda-feira,Carga media
19577,22:30:00,23,7,3.64,0.0,3.92,0.0,100.0,68.05,81000,Dia da Semana,Segunda-feira,Carga media
19578,22:45:00,23,7,3.49,0.0,4.46,0.0,100.0,61.63,81900,Dia da Semana,Segunda-feira,Carga media
19579,23:00:00,23,7,3.06,0.0,4.68,0.0,100.0,54.72,82800,Dia da Semana,Segunda-feira,Carga media
19580,23:15:00,23,7,2.84,0.0,4.9,0.0,100.0,50.15,83700,Dia da Semana,Segunda-feira,Carga leve
19581,23:30:00,23,7,2.81,0.0,4.97,0.0,100.0,49.22,84600,Dia da Semana,Segunda-feira,Carga leve
19582,23:45:00,23,7,2.77,0.0,5.0,0.0,100.0,48.46,85500,Dia da Semana,Segunda-feira,Carga leve
19583,00:00:00,23,7,2.84,0.0,4.86,0.0,100.0,50.45,0,Dia da Semana,Segunda-feira,Carga leve
19584,00:15:00,24,7,2.81,0.0,4.79,0.0,100.0,50.6,900,Dia da Semana,Terca-feira,Carga leve
19585,00:30:00,24,7,3.53,0.0,4.46,0.0,100.0,62.06,1800,Dia da Semana,Terca-feira,Carga leve
19586,00:45:00,24,7,2.99,0.0,4.5,0.0,100.0,55.34,2700,Dia da Semana,Terca-feira,Carga leve
19587,01:00:00,24,7,2.81,0.0,4.57,0.0,100.0,52.38,3600,Dia da Semana,Terca-feira,Carga leve
19588,01:15:00,24,7,2.92,0.0,4.5,0.0,100.0,54.43,4500,Dia da Semana,Terca-feira,Carga leve
19589,01:30:00,24,7,2.92,0.0,4.32,0.0,100.0,56.0,5400,Dia da Semana,Terca-feira,Carga leve
19590,01:45:00,24,7,2.88,0.0,4.64,0.0,100.0,52.74,6300,Dia da Semana,Terca-feira,Carga leve
19591,02:00:00,24,7,2.92,0.0,4.61,0.0,100.0,53.51,7200,Dia da Semana,Terca-feira,Carga leve
19592,02:15:00,24,7,2.99,0.0,4.79,0.0,100.0,52.95,8100,Dia da Semana,Terca-feira,Carga leve
19593,02:30:00,24,7,3.46,0.0,4.93,0.0,100.0,57.45,9000,Dia da Semana,Terca-feira,Carga leve
19594,02:45:00,24,7,2.92,0.0,4.43,0.0,100.0,55.03,9900,Dia da Semana,Terca-feira,Carga leve
19595,03:00:00,24,7,2.92,0.0,4.32,0.0,100.0,56.0,10800,Dia da Semana,Terca-feira,Carga leve
19596,03:15:00,24,7,2.95,0.0,4.32,0.0,100.0,56.39,11700,Dia da Semana,Terca-feira,Carga leve
19597,03:30:00,24,7,3.06,3.67,1.3,0.0,64.04,92.04,12600,Dia da Semana,Terca-feira,Carga leve
19598,03:45:00,24,7,3.02,5.22,0.0,0.0,50.08,100.0,13500,Dia da Semana,Terca-feira,Carga leve
19599,04:00:00,24,7,2.95,5.11,0.0,0.0,50.0,100.0,14400,Dia da Semana,Terca-feira,Carga leve
19600,04:15:00,24,7,2.99,5.26,0.0,0.0,49.42,100.0,15300,Dia da Semana,Terca-feira,Carga leve
19601,04:30:00,24,7,2.92,5.11,0.0,0.0,49.61,100.0,16200,Dia da Semana,Terca-feira,Carga leve
19602,04:45:00,24,7,2.92,5.15,0.0,0.0,49.32,100.0,17100,Dia da Semana,Terca-feira,Carga leve
19603,05:00:00,24,7,2.95,5.29,0.0,0.0,48.7,100.0,18000,Dia da Semana,Terca-feira,Carga leve
19604,05:15:00,24,7,2.95,5.29,0.0,0.0,48.7,100.0,18900,Dia da Semana,Terca-feira,Carga leve
19605,05:30:00,24,7,3.35,5.72,0.0,0.0,50.54,100.0,19800,Dia da Semana,Terca-feira,Carga leve
19606,05:45:00,24,7,3.35,5.72,0.0,0.0,50.54,100.0,20700,Dia da Semana,Terca-feira,Carga leve
19607,06:00:00,24,7,2.92,5.47,0.0,0.0,47.09,100.0,21600,Dia da Semana,Terca-feira,Carga leve
19608,06:15:00,24,7,2.95,5.29,0.0,0.0,48.7,100.0,22500,Dia da Semana,Terca-feira,Carga leve
19609,06:30:00,24,7,2.92,5.29,0.0,0.0,48.33,100.0,23400,Dia da Semana,Terca-feira,Carga leve
19610,06:45:00,24,7,3.02,5.11,0.0,0.0,50.88,100.0,24300,Dia da Semana,Terca-feira,Carga leve
19611,07:00:00,24,7,2.88,4.93,0.0,0.0,50.44,100.0,25200,Dia da Semana,Terca-feira,Carga leve
19612,07:15:00,24,7,3.46,4.5,0.0,0.0,60.95,100.0,26100,Dia da Semana,Terca-feira,Carga leve
19613,07:30:00,24,7,3.49,4.54,0.0,0.0,60.95,100.0,27000,Dia da Semana,Terca-feira,Carga leve
19614,07:45:00,24,7,3.56,4.28,0.0,0.0,63.95,100.0,27900,Dia da Semana,Terca-feira,Carga leve
19615,08:00:00,24,7,3.38,3.71,0.0,0.0,67.35,100.0,28800,Dia da Semana,Terca-feira,Carga leve
19616,08:15:00,24,7,34.06,31.9,0.0,0.02,72.99,100.0,29700,Dia da Semana,Terca-feira,Carga leve
19617,08:30:00,24,7,71.32,54.18,0.0,0.03,79.63,100.0,30600,Dia da Semana,Terca-feira,Carga leve
19618,08:45:00,24,7,94.61,65.88,0.0,0.04,82.06,100.0,31500,Dia da Semana,Terca-feira,Carga leve
19619,09:00:00,24,7,96.41,63.36,0.0,0.04,83.57,100.0,32400,Dia da Semana,Terca-feira,Carga leve
19620,09:15:00,24,7,82.19,47.92,0.0,0.04,86.39,100.0,33300,Dia da Semana,Terca-feira,Carga media
19621,09:30:00,24,7,93.02,49.9,0.0,0.04,88.12,100.0,34200,Dia da Semana,Terca-feira,Carga media
19622,09:45:00,24,7,92.52,48.28,0.0,0.04,88.66,100.0,35100,Dia da Semana,Terca-feira,Carga media
19623,10:00:00,24,7,78.41,39.35,0.0,0.04,89.38,100.0,36000,Dia da Semana,Terca-feira,Carga media
19624,10:15:00,24,7,97.06,48.06,0.0,0.04,89.62,100.0,36900,Dia da Semana,Terca-feira,Carga maxima
19625,10:30:00,24,7,99.18,57.35,0.0,0.05,86.57,100.0,37800,Dia da Semana,Terca-feira,Carga maxima
19626,10:45:00,24,7,104.94,57.02,0.0,0.05,87.87,100.0,38700,Dia da Semana,Terca-feira,Carga maxima
19627,11:00:00,24,7,105.37,57.92,0.0,0.05,87.63,100.0,39600,Dia da Semana,Terca-feira,Carga maxima
19628,11:15:00,24,7,102.56,69.91,0.0,0.05,82.63,100.0,40500,Dia da Semana,Terca-feira,Carga maxima
19629,11:30:00,24,7,103.64,72.76,0.0,0.05,81.84,100.0,41400,Dia da Semana,Terca-feira,Carga maxima
19630,11:45:00,24,7,88.06,64.37,0.0,0.04,80.73,100.0,42300,Dia da Semana,Terca-feira,Carga maxima
19631,12:00:00,24,7,102.92,71.06,0.0,0.05,82.29,100.0,43200,Dia da Semana,Terca-feira,Carga maxima
19632,12:15:00,24,7,7.27,5.26,4.75,0.0,81.02,83.72,44100,Dia da Semana,Terca-feira,Carga media
19633,12:30:00,24,7,5.65,0.0,9.54,0.0,100.0,50.96,45000,Dia da Semana,Terca-feira,Carga media
19634,12:45:00,24,7,5.51,0.0,8.86,0.0,100.0,52.81,45900,Dia da Semana,Terca-feira,Carga media
19635,13:00:00,24,7,5.4,0.0,9.0,0.0,100.0,51.45,46800,Dia da Semana,Terca-feira,Carga media
19636,13:15:00,24,7,42.08,25.38,2.34,0.02,85.63,99.85,47700,Dia da Semana,Terca-feira,Carga maxima
19637,13:30:00,24,7,83.56,56.16,0.0,0.04,83.0,100.0,48600,Dia da Semana,Terca-feira,Carga maxima
19638,13:45:00,24,7,103.64,56.23,0.0,0.05,87.9,100.0,49500,Dia da Semana,Terca-feira,Carga maxima
19639,14:00:00,24,7,94.21,52.67,0.0,0.04,87.29,100.0,50400,Dia da Semana,Terca-feira,Carga maxima
19640,14:15:00,24,7,56.38,26.89,0.0,0.03,90.26,100.0,51300,Dia da Semana,Terca-feira,Carga maxima
19641,14:30:00,24,7,55.8,27.83,0.0,0.03,89.49,100.0,52200,Dia da Semana,Terca-feira,Carga maxima
19642,14:45:00,24,7,61.02,31.93,0.0,0.03,88.6,100.0,53100,Dia da Semana,Terca-feira,Carga maxima
19643,15:00:00,24,7,66.96,34.96,0.0,0.03,88.65,100.0,54000,Dia da Semana,Terca-feira,Carga maxima
19644,15:15:00,24,7,66.49,35.86,0.0,0.03,88.02,100.0,54900,Dia da Semana,Terca-feira,Carga maxima
19645,15:30:00,24,7,56.74,27.18,0.0,0.03,90.19,100.0,55800,Dia da Semana,Terca-feira,Carga maxima
19646,15:45:00,24,7,53.64,25.81,0.0,0.02,90.11,100.0,56700,Dia da Semana,Terca-feira,Carga maxima
19647,16:00:00,24,7,58.46,25.67,0.0,0.03,91.56,100.0,57600,Dia da Semana,Terca-feira,Carga maxima
19648,16:15:00,24,7,51.52,26.32,0.0,0.02,89.05,100.0,58500,Dia da Semana,Terca-feira,Carga maxima
19649,16:30:00,24,7,55.84,29.27,0.0,0.03,88.57,100.0,59400,Dia da Semana,Terca-feira,Carga maxima
19650,16:45:00,24,7,58.32,29.88,0.0,0.03,89.0,100.0,60300,Dia da Semana,Terca-feira,Carga maxima
19651,17:00:00,24,7,55.44,18.72,0.0,0.03,94.74,100.0,61200,Dia da Semana,Terca-feira,Carga maxima
19652,17:15:00,24,7,54.94,18.04,0.0,0.03,95.01,100.0,62100,Dia da Semana,Terca-feira,Carga media
19653,17:30:00,24,7,43.63,8.64,2.02,0.02,98.1,99.89,63000,Dia da Semana,Terca-feira,Carga media
19654,17:45:00,24,7,29.12,0.0,8.64,0.01,100.0,95.87,63900,Dia da Semana,Terca-feira,Carga media
19655,18:00:00,24,7,30.28,0.0,8.17,0.01,100.0,96.55,64800,Dia da Semana,Terca-feira,Carga media
19656,18:15:00,24,7,49.68,25.34,1.69,0.02,89.08,99.94,65700,Dia da Semana,Terca-feira,Carga media
19657,18:30:00,24,7,56.16,35.82,0.0,0.03,84.31,100.0,66600,Dia da Semana,Terca-feira,Carga media
19658,18:45:00,24,7,58.61,28.91,0.0,0.03,89.68,100.0,67500,Dia da Semana,Terca-feira,Carga media
19659,19:00:00,24,7,54.68,18.86,0.0,0.03,94.53,100.0,68400,Dia da Semana,Terca-feira,Carga media
19660,19:15:00,24,7,46.91,13.82,0.0,0.02,95.92,100.0,69300,Dia da Semana,Terca-feira,Carga media
19661,19:30:00,24,7,57.89,24.01,0.0,0.03,92.37,100.0,70200,Dia da Semana,Terca-feira,Carga media
19662,19:45:00,24,7,58.5,21.82,0.0,0.03,93.69,100.0,71100,Dia da Semana,Terca-feira,Carga media
19663,20:00:00,24,7,46.66,13.93,0.0,0.02,95.82,100.0,72000,Dia da Semana,Terca-feira,Carga media
19664,20:15:00,24,7,52.56,18.86,0.0,0.02,94.12,100.0,72900,Dia da Semana,Terca-feira,Carga media
19665,20:30:00,24,7,61.27,25.2,0.0,0.03,92.48,100.0,73800,Dia da Semana,Terca-feira,Carga media
19666,20:45:00,24,7,39.02,8.03,1.8,0.02,97.95,99.89,74700,Dia da Semana,Terca-feira,Carga media
19667,21:00:00,24,7,29.16,0.0,6.19,0.01,100.0,97.82,75600,Dia da Semana,Terca-feira,Carga media
19668,21:15:00,24,7,8.68,0.0,18.65,0.0,100.0,42.2,76500,Dia da Semana,Terca-feira,Carga media
